devices,protocol,success_probability,success_probability_std,mean_aoi_s,mean_aoi_s_std,mean_semantic_distortion,mean_semantic_distortion_std,energy_efficiency_bits_per_j,energy_efficiency_bits_per_j_std,goodput_bits
10000,DR8,0.9250414223708885,0.007624897776217679,237.21898135491767,2.0913148392626493,0.5125629768961498,0.006627560321081881,528.4380768976579,4.355790151622428,374720.0
10000,DR9,0.8112404458524104,0.008970761381133511,257.25912405516294,1.0379057356933852,0.5026230720904998,0.003437299315509936,748.5977833423212,8.278053836127485,328400.0
10000,Semantic,0.878621338433069,0.002433213702072228,315.9219361149595,6.305779498845552,0.4143493175322368,0.0011995342224827247,864.2664532829156,0.07199600656464489,195760.0
27500,DR8,0.44892177126482213,0.0034804539746528763,357.40733455902,1.9668308861176065,0.5286185762107076,0.006598940288252494,256.450523995623,1.9882400513296157,496080.0
27500,DR9,0.3897273225380394,0.001014851205738957,380.1035739086119,0.7754107573112832,0.5203203237060423,0.0037393768888859453,359.6332150985843,0.936486052838051,428760.0
27500,Semantic,0.6214951249181362,0.0004815729951687464,377.1988714978264,2.272570853352101,0.4143666181439004,0.000720967864748242,611.4316081374417,0.08835801064053289,381400.0
45000,DR8,0.12623779358293516,0.002614841250198012,512.2184494703686,2.382310261040453,0.5266041618958937,0.002168699391359406,72.11445375256045,1.4937511426308507,225240.0
45000,DR9,0.1411425018414485,0.00889939388469287,501.3787368168104,5.526715767352396,0.5143655618439567,0.0064395644553009845,130.24370832851505,8.212197221220684,254840.0
45000,Semantic,0.38731405384881046,0.0061214958409855965,449.2860672738939,3.0976358944369995,0.4149982191553674,0.0002830353439565112,381.04559026412323,5.791684237227964,387640.0
62500,DR8,0.024341925521060608,0.000676041213851554,581.1393588731523,0.9023042104968887,0.528231082222811,0.006556465907457751,13.90553979449561,0.38619451011787076,60560.0
62500,DR9,0.046995030426155604,0.0007923416322680427,564.9116617585443,0.8543452440453444,0.5243316268209797,0.002660734542248633,43.36615091738748,0.7311583052822174,117560.0
62500,Semantic,0.23402859804630946,0.007323183434912933,502.87818419702296,1.3796164794800119,0.4152522127206829,0.00022749149477237373,230.41745563430777,6.852030012271089,326360.0
80000,DR8,0.0041902581969930335,0.0002662180737863655,596.6629602270442,0.3629322529547969,0.5272905568473834,0.004567969231504303,2.3937219780368384,0.15207942427756235,13360.0
80000,DR9,0.014354175322503136,0.0006898551852928544,588.3700816628816,0.37349079259285195,0.5225095922843102,0.0030788760834621173,13.2457693438127,0.6365856943865587,46040.0
80000,Semantic,0.13435055164178938,0.0028092803686696004,543.34119776681,1.7968596617850614,0.41494172183606814,0.0005873724788468479,132.17472704099708,2.577883450366909,239760.0
97500,DR8,0.0004870749574271114,0.00010377741088301113,599.6488657503633,0.11694689738137086,0.5233410970147435,0.006846111543055558,0.2782458683289063,0.05928376190104188,1880.0
97500,DR9,0.004403591949679703,0.0001102521146452088,596.4189817397612,0.10932671230021934,0.5194084493716773,0.005724424377638572,4.063553770190295,0.10173862638895868,17200.0
97500,Semantic,0.07869675837102391,0.003962995897714525,567.3083588887393,1.7147175374430044,0.4146420150384514,0.0007461380649239458,77.40529603290753,3.826662009255481,170760.0
115000,DR8,9.629618414017595e-05,3.7108912998261524e-05,599.9342544887568,0.015587116217337658,0.5238457918914702,0.002025811722273759,0.05501004509527352,0.021198794071625844,440.0
115000,DR9,0.0013921381497804964,0.00011240258613396008,598.8400773393715,0.08228606048065239,0.523075531982321,0.004779954119876323,1.2846395151526027,0.10372304198099985,6360.0
115000,Semantic,0.045625891744245486,0.00021021715185462884,581.4598326563471,0.04883686138201752,0.4146693935233985,0.0005740285374158787,44.878736675858725,0.1670824965549654,116800.0
132500,DR8,7.600632372613402e-06,1.0748917383961867e-05,599.9967432490839,0.0046057413146706255,0.5223678770486814,0.0030744897040759192,0.004341928325648189,0.006140413924983573,40.0
132500,DR9,0.00041686681015457846,0.00011977124422749789,599.6838140844311,0.10037260181920202,0.522354785368435,0.0027829993273544565,0.3846770357989542,0.11052270432923805,2200.0
132500,Semantic,0.02584894962998329,2.5157819721043515e-05,589.9959985628111,0.15152331432784852,0.414690939395028,0.000596676063648253,25.421776863351024,0.04619231945467459,76240.0
150000,DR8,0.0,0.0,600.0,0.0,0.5220638422968131,0.001137923251857386,0.0,0.0,0.0
150000,DR9,0.00012716824034031702,2.829648935943592e-05,599.8919223925238,0.04146364382777009,0.5248539932506844,0.0005843562729662702,0.11734851648118333,0.026111480657979053,760.0
150000,Semantic,0.01576063140053073,3.331280997383679e-05,594.2104310195664,0.11790522194092456,0.41456047934943724,0.0005581613802269108,15.499468171451944,0.0429105905406953,52640.0
